StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 06:59:26,2021-10-19 07:07:29,IP Address,100,482,True,2021-10-19 07:07:29,R_2sTo7HvvnQSgKZt,anonymous,NL,1,huisvesting,milieu/klimaat,inkomensongelijkheid,toeslagenaffaire,gasperikelen,kabinetsformatie,klimaat/milieu,"corona ",Peter R. de Vries,geweld tegen politie Nijmegen,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,5,480907,NL,FB,0,4,0
2021-10-19 06:49:42,2021-10-19 07:07:50,IP Address,100,1088,True,2021-10-19 07:07:51,R_uajLpyDA1L4DyqR,anonymous,NL,1,woningmarkt,politiek,rechtzaken ivm moord van Peter De Vries,Rusland vs Google,Extra subsidie voor isolatie huizen,moord van dakloze man in Rotterdam,rechtzaken van secretaresse naziregime,eerste zorgpremie voor de basisverzekering is bekend,het dalen van EU gasprijs,liquidatie Lucas Boom in Zaandam,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Agree - 6,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,7,4779640,NL,FB,2,5,2
2021-10-19 07:25:00,2021-10-19 07:26:39,IP Address,100,99,True,2021-10-19 07:26:40,R_6x6DYc7Jq0vdJ4Z,anonymous,NL,1,stikstof,woning aanbod,"asiel ",geen,geen,assiel,stikstonf,"woningen beleid ",geen,"geen ",Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Neither agree of disagree - 4,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat agree - 5,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Somewhat agree - 5,Somewhat disagree - 3,Usually - 5,Very interesting - 4,7,5030433,NL,GA,4,3,3
2021-10-19 07:24:58,2021-10-19 07:28:27,IP Address,100,209,True,2021-10-19 07:28:27,R_2DV0toX2fCmtBwB,anonymous,NL,0.89999997615814208984375,Gezondheid,Corona,Terrorisme,Migratie,Woningen,Corona,Woningen,Immigratie,Terrorisme,Gezondheid,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,Somewhat agree -5,Agree -6,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Moderately too little attention - 2,Moderately too little - 2,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Moderately interesting - 3,7,4608304,NL,FB,0,5,0
2021-10-19 07:16:15,2021-10-19 07:29:41,IP Address,100,805,True,2021-10-19 07:29:41,R_esx9hmVsP0YXrP3,anonymous,NL,0.89999997615814208984375,Formatie,Klimaat,Woningnood,Toeslagenaffaire,Groningen,Stijging Corona besmettingen,Zorgkosten,Poolse premier en de EU,Stadions,Zelftest baarmoederhalskanker,Somewhat disagree - 3,Agree -6,Somewhat agree -5,Somewhat agree -5,Strongly disagree - 1,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Disagree - 2,Strongly disagree - 1,Disagree - 2,Somewhat agree - 5,Moderately too little attention - 2,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Agree - 6,Agree - 6,About half of the time - 4,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Somewhat disagree - 3,About half of the time - 4,,,,,,,,,,,,,,,,,,Extremely interesting - 5,2,4854387,NL,GA,5,0,5
2021-10-19 07:28:02,2021-10-19 07:32:35,IP Address,100,272,True,2021-10-19 07:32:35,R_10MWsy4zpvLrZp7,anonymous,NL,1,gezondheidszorg,woonruimte,terrorisme,immigratie,onderwijs,gezondheidszorg,terrorisme,klimaatverandering,immigratie,formatie kabinet,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Agree - 6,Agree - 6,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,6,4022408,NL,FB,2,5,2
2021-10-19 07:35:44,2021-10-19 07:45:18,IP Address,100,573,True,2021-10-19 07:45:18,R_12PT7ZibmmjvTwv,anonymous,NL,1,Woningnood,Milieu,Asielzoekers,Toeslagaffaire,Vorming kabinet,Jeugd en misdrijven,Corona,Proces Peter R de Vties,Milieu,Zorg,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Moderately too much attention - 6,Moderately too much - 6,Neither too much nor too little - 4,Slightly too little - 3,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Far too much - 7,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Extremely interesting - 5,5,5057625,NL,NOS,0,0,3
2021-10-19 07:32:42,2021-10-19 07:51:39,IP Address,100,1136,True,2021-10-19 07:51:39,R_qWnAGHUsIXUnCXD,anonymous,NL,1,corona,terrorisme,opwarming van de aarde,regeringsformatie,huisvesting,stijging corona gevallen,europese gasprijs gedaald,tramdrama Den Haag,hoge asielinstroom,premiestijging ziektekostenverzekering,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Slightly interesting - 2,7,4536811,NL,FB,0,5,4
2021-10-19 08:05:36,2021-10-19 08:11:38,IP Address,100,361,True,2021-10-19 08:11:38,R_27vCmBfkXI0Iq1o,anonymous,NL,1,wonen,klimaat,criminatliteit,toeslagen affaire,besturen,wonen,toeslagen affaire,klimaat,landbouwgiffen,criminaliteit,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,3135565,NL,GA,3,0,4
2021-10-19 08:21:37,2021-10-19 08:28:06,IP Address,100,388,True,2021-10-19 08:28:06,R_1JLvwKbRFm38NTR,anonymous,NL,0.800000011920928955078125,Zorgkosten,Pensioen,Gas prijzen,Mindervaliden,Huur kosten won8ngen,Corona,Huurprijzen,Uitstel operaties,Slecht weer,Diversen,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Somewhat agree - 5,Somewhat agree - 5,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Not interesting at all - 1,3,4061,NL,GA,3,3,2
2021-10-19 08:15:27,2021-10-19 08:28:43,IP Address,100,795,True,2021-10-19 08:28:43,R_2VJRcZhJF0H9iwQ,anonymous,NL,1,Klimaatverandering,Woningmarkt,Zorg,Immigratie,Armoede,Formatie,Corona,Misdaad in Nederland,"Haagse tram, moord",Wolven,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too much attention - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Agree - 6,Agree - 6,Somewhat disagree - 3,Strongly disagree - 1,Disagree - 2,Moderately too much attention - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Strongly agree - 7,Strongly agree - 7,Sometimes - 3,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Agree - 6,Somewhat agree - 5,Moderately too little attention - 2,Moderately too little - 2,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Somewhat disagree - 3,Somewhat disagree - 3,Sometimes - 3,Extremely interesting - 5,2,48183,NL,NOS,2,3,5
2021-10-19 08:34:00,2021-10-19 08:37:34,IP Address,100,213,True,2021-10-19 08:37:34,R_2wH9zSXj2isD6pM,anonymous,NL,0.89999997615814208984375,Corona,Belasting affere,Energie prijs,"Klimaat ","Bedreiging van de politieke partijen ",Corona,"Klimaat ","Belasting ","Criminele organisatie ","Bedreiging van de politieke partijen ",Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,6,809350,NL,FB,0,4,0
2021-10-19 08:26:43,2021-10-19 08:37:56,IP Address,100,673,True,2021-10-19 08:37:56,R_248Zl96oEGtpBJa,anonymous,NL,1,Coronaproblematiek,Milieu,Toeslagenaffaire,Financiele situatie,Woonvesting,OM eist 3 mnd cel voor aanranding minderjarige,De haagse trammoord,Liquidatie lucas Boom,Nvt,Nvt,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Moderately too little - 2,Slightly too little - 3,Far too little - 1,Far too little - 1,Agree - 6,Somewhat disagree - 3,Never - 1,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Far too little - 1,Moderately too little - 2,Far too little - 1,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,7,481233,NL,GA,3,5,0
2021-10-19 08:29:26,2021-10-19 08:38:41,IP Address,100,554,True,2021-10-19 08:38:41,R_241p5Av8oT9AjVd,anonymous,NL,1,immigratie,klimaat,regeringsvorming,vaccinaties,politiek,Polen vs Rutte,besmettingen plus,regeringsvorming,voetbal,EU,Disagree - 2,Disagree - 2,Strongly disagree - 1,Somewhat disagree - 3,Agree -6,Agree -6,Strongly agree - 7,Strongly disagree - 1,Disagree - 2,Agree - 6,Agree - 6,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Far too little - 1,Moderately too little - 2,Neither too much nor too little - 4,Disagree - 2,Strongly disagree - 1,Usually - 5,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Far too little - 1,Far too little - 1,Slightly too little - 3,Disagree - 2,Strongly disagree - 1,Usually - 5,,,,,,,,,,,,,,,,,,Extremely interesting - 5,2,4163899,NL,NOS/GA,3,0,4
2021-10-19 08:28:54,2021-10-19 08:39:10,IP Address,100,616,True,2021-10-19 08:39:12,R_xhp3l3HJ14beh2N,anonymous,NL,1,woningnood,gezondheid,criminaliteit,klimaat,asielzoekers,covid,formatie,asiel,verkeer,woningbouw,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Somewhat disagree - 3,Strongly disagree - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,Never - 1,Very interesting - 4,6,173412,NL,FB,0,5,0
2021-10-19 08:29:58,2021-10-19 08:43:29,IP Address,100,811,True,2021-10-19 08:43:29,R_26ky1aGaOl8KWS5,anonymous,NL,1,Corona,kabinetsformatie,bevolkingsdichtheid,milieu,eerlijke verdeling woonruimte,stijging coronapositieven,goffert voorlopig dicht,gesprek Polen met EU,vies weer,tramongeluk Den Haag,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Strongly agree - 7,Agree - 6,Disagree - 2,Neither agree of disagree - 4,Disagree - 2,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,5,1522076,NL,NOS,0,1,4
2021-10-19 08:41:36,2021-10-19 08:46:55,IP Address,100,319,True,2021-10-19 08:46:56,R_9ERfmUzTAD1SEfL,anonymous,NL,1,"Klimaatbeleid ",Terrorisme bestrijding,"Corona ","Immigratie ","Woningbouw ","Criminaliteit ","Terrorisme ","Klimaatbeleid ",Immigratie,"Corona ",Somewhat agree -5,Somewhat agree -5,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat disagree - 3,Disagree - 2,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Slightly too much - 5,Moderately too little - 2,Far too little - 1,Far too little - 1,Slightly too little - 3,Neither agree nor disagree - 4,Disagree - 2,Seldom - 2,,,,,,,,,,,,,,,,,,Slightly interesting - 2,4,3819765,NL,NOS,0,0,4
2021-10-19 08:46:24,2021-10-19 08:49:02,IP Address,100,157,True,2021-10-19 08:49:02,R_2Ua8LRqhgIW5EHJ,anonymous,NL,0.89999997615814208984375,klimaat,stikstof,woningnood,armoede,corona,corona,klimaat,weet niet,weet niet,weet niet,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Disagree - 2,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Usually - 5,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Agree - 6,Strongly agree - 7,Far too little attention - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Strongly disagree - 1,Strongly disagree - 1,About half of the time - 4,Slightly interesting - 2,4,5005724,NL,NOS,0,2,5
2021-10-19 08:45:22,2021-10-19 08:49:04,IP Address,100,221,True,2021-10-19 08:49:04,R_25zt6iz5558gtGF,anonymous,NL,1,Zorg,Veiligheid,Geldzorgen,Gasproblemen,Benzine prijs,Covid stijging,Man onder tram geduwd,Rechtzaak Peter R de Vries,/,/,Agree -6,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Disagree - 2,Strongly disagree - 1,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Somewhat disagree - 3,Agree - 6,Strongly agree - 7,Moderately too little attention - 2,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Somewhat disagree - 3,Never - 1,Moderately interesting - 3,7,42600,NL,NOS,0,3,4
2021-10-19 08:48:52,2021-10-19 08:51:01,IP Address,100,129,True,2021-10-19 08:51:02,R_9Bx659eyPWYJBJv,anonymous,NL,1,.nvt,.,.,.,.,Nvt,Nvt,Nvt,Nv5,Nvt,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Agree - 6,Slightly too little attention - 3,Neither too much nor too little - 4,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Agree - 6,Sometimes - 3,Disagree - 2,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,7,46418,NL,GA,3,5,3
